                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3979,                 2.5859,                 1.0507,                0.29327,                0.07601,                0.06074,                0.02811,                 2.1826,                  1.722,                0.94776,             0.00023785,             0.00023785,             0.00023785
